Timestamp,Age,Gender,Country,self employed,work interfere,no employees,remote work,tech company,benefits,care options,wellness program,seek help,leave,mental health consequence,phys health consequence,coworkers,supervisor,mental vs physical
8/28/2014 18:02,34,FEMALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,No,Very easy,Yes,Yes,No,No,No
8/27/2014 14:28,32,FEMALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,No,No
8/29/2014 9:33,21,FEMALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,No,No
8/27/2014 16:21,30,FEMALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,No,Very easy,Yes,Yes,Yes,No,No
8/27/2014 14:47,24,FEMALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,Yes
8/27/2014 14:44,26,FEMALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Very easy,No,No,Yes,Yes,No
8/28/2014 11:26,40,FEMALE,United States,No,Sometimes,26-100,Yes,No,No,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 12:11,37,FEMALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,Yes,No
6/25/2015 12:24,26,FEMALE,United States,No,Sometimes,26-100,No,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,No,No,No
8/30/2014 20:46,32,FEMALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/31/2014 15:03,32,FEMALE,United States,No,Sometimes,26-100,No,No,Yes,Yes,No,No,Very easy,Yes,No,Yes,Yes,No
8/27/2014 12:44,27,FEMALE,United States,No,Sometimes,500-1000,No,Yes,Yes,No,No,No,Very easy,Yes,Yes,Yes,Yes,No
8/27/2014 11:40,30,FEMALE,United States,No,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,No,Yes
9/1/2014 12:45,31,FEMALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,No,Very easy,Yes,No,No,No,No
8/28/2014 17:21,29,MALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,Yes,Yes
8/28/2014 15:48,41,MALE,United States,No,Sometimes,More than 1000,Yes,No,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,No,Yes
8/28/2014 13:39,34,MALE,United States,No,Sometimes,500-1000,No,Yes,No,Yes,No,No,Very easy,No,No,Yes,Yes,Yes
8/28/2014 12:42,33,MALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/28/2014 14:00,28,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/28/2014 12:30,28,MALE,United States,No,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,Yes,No
9/3/2014 13:09,23,MALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,Yes,No
9/5/2014 14:19,24,MALE,United States,No,Sometimes,26-100,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,No,No
8/29/2014 17:54,32,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,No,No,Yes
8/29/2014 21:28,34,MALE,United States,No,Sometimes,100-500,No,Yes,No,No,No,No,Very easy,Yes,No,Yes,No,No
8/30/2014 13:23,24,MALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/30/2014 15:57,26,MALE,United States,No,Sometimes,26-100,No,Yes,No,Yes,No,Yes,Very easy,Yes,Yes,No,Yes,No
2/21/2015 10:45,36,MALE,United States,No,Sometimes,100-500,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/20/2015 16:52,41,MALE,United States,No,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,No,Very easy,Yes,No,Yes,No,No
12/15/2014 0:43,38,MALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,No,Yes
1/3/2015 3:38,38,MALE,United States,No,Sometimes,100-500,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,No
2/21/2015 8:21,30,MALE,United States,No,Sometimes,26-100,No,Yes,No,Yes,No,No,Very easy,Yes,Yes,Yes,Yes,No
8/29/2014 8:57,25,MALE,United States,No,Sometimes,500-1000,Yes,Yes,No,No,No,No,Very easy,Yes,Yes,Yes,Yes,No
8/28/2014 20:31,37,MALE,United States,No,Sometimes,26-100,No,No,Yes,No,No,No,Very easy,Yes,Yes,Yes,Yes,Yes
8/28/2014 21:24,34,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,No,Very easy,Yes,Yes,No,No,No
8/28/2014 21:27,37,MALE,United States,No,Sometimes,500-1000,No,No,Yes,No,No,Yes,Very easy,Yes,No,No,Yes,No
8/29/2014 0:43,28,MALE,United States,No,Sometimes,500-1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/29/2014 13:17,22,MALE,United States,No,Sometimes,More than 1000,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,No,No,No,No
8/29/2014 14:09,34,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,No,No,No
8/29/2014 11:20,33,MALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,No,No
8/29/2014 11:20,25,MALE,United States,No,Sometimes,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,No,No,No
8/29/2014 9:31,27,MALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/29/2014 10:16,40,MALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/29/2014 10:30,21,MALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,No
8/29/2014 10:55,29,MALE,United States,No,Sometimes,More than 1000,Yes,No,Yes,No,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/27/2014 13:35,32,MALE,United States,No,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,No,No,No
8/27/2014 13:44,29,MALE,United States,No,Sometimes,500-1000,No,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 12:51,23,MALE,United States,No,Sometimes,More than 1000,No,Yes,No,No,No,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/27/2014 14:25,28,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 14:28,31,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 14:31,27,MALE,United States,No,Sometimes,More than 1000,No,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 14:39,24,MALE,United States,No,Sometimes,More than 1000,No,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 14:45,29,MALE,United States,No,Sometimes,100-500,No,No,No,No,No,No,Very easy,No,No,Yes,Yes,No
8/27/2014 13:54,23,MALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,Yes,No,No,Very easy,No,No,Yes,Yes,Yes
8/27/2014 14:03,42,MALE,United States,No,Sometimes,100-500,No,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,No,No
8/27/2014 14:23,24,MALE,United States,No,Sometimes,100-500,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 14:10,25,MALE,United States,No,Sometimes,500-1000,No,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 14:15,27,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 14:47,27,MALE,United States,No,Sometimes,More than 1000,No,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,No,No
8/27/2014 11:47,30,MALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,No,Very easy,No,Yes,Yes,Yes,No
8/27/2014 11:48,29,MALE,United States,No,Sometimes,More than 1000,No,No,Yes,No,No,Yes,Very easy,Yes,Yes,Yes,No,No
8/27/2014 11:51,43,MALE,United States,No,Sometimes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,No,No
8/27/2014 11:39,32,MALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 12:42,41,MALE,United States,No,Sometimes,More than 1000,No,Yes,No,No,No,Yes,Very easy,No,No,No,Yes,No
8/27/2014 12:43,32,MALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,No,Very easy,Yes,No,Yes,No,No
8/27/2014 12:29,37,MALE,United States,No,Sometimes,500-1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 22:11,32,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 23:10,30,MALE,United States,No,Sometimes,500-1000,Yes,Yes,No,No,No,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/27/2014 14:49,23,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,No,No,Yes
8/27/2014 19:25,30,MALE,United States,No,Sometimes,100-500,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,No,Yes
8/28/2014 7:03,34,MALE,United States,No,Sometimes,500-1000,No,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/28/2014 8:18,38,MALE,United States,No,Sometimes,26-100,Yes,No,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/28/2014 2:30,33,MALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 17:33,34,MALE,United States,No,Sometimes,500-1000,No,Yes,Yes,Yes,No,Yes,Very easy,No,No,No,Yes,Yes
8/27/2014 15:31,28,MALE,United States,No,Sometimes,500-1000,Yes,Yes,No,Yes,No,Yes,Very easy,Yes,Yes,No,No,No
8/27/2014 15:34,28,MALE,United States,No,Sometimes,500-1000,No,No,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 15:26,23,MALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,No,No
8/27/2014 15:23,22,MALE,United States,No,Sometimes,500-1000,No,Yes,No,No,No,No,Very easy,Yes,Yes,Yes,No,No
8/27/2014 15:44,27,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,Yes,Yes
8/27/2014 16:36,18,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,No,Yes
8/27/2014 16:40,35,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
2/1/2016 23:04,25,MALE,United States,No,Sometimes,26-100,No,No,Yes,Yes,No,No,Very easy,Yes,No,Yes,No,No
8/27/2014 15:55,27,MALE,United States,No,Sometimes,100-500,No,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 16:15,26,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,Yes,No,No,No
8/28/2014 12:09,18,MALE,United States,No,Sometimes,500-1000,Yes,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 14:18,38,FEMALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 14:13,26,FEMALE,United States,No,Sometimes,500-1000,No,Yes,No,Yes,No,No,Very easy,No,Yes,Yes,No,No
8/29/2014 11:11,30,FEMALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,Yes
8/29/2014 12:54,35,FEMALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,No,Very easy,Yes,Yes,Yes,Yes,No
8/28/2014 13:35,45,FEMALE,United States,No,Sometimes,100-500,Yes,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,No,Yes
8/27/2014 13:07,32,FEMALE,United States,No,Sometimes,500-1000,No,Yes,No,No,No,No,Very easy,Yes,Yes,Yes,Yes,No
8/29/2014 14:59,56,FEMALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,Yes,No,No,No
8/28/2014 14:31,24,FEMALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,Yes,Very easy,Yes,No,No,No,No
8/27/2014 13:07,30,FEMALE,United States,No,Sometimes,100-500,No,No,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 16:42,60,FEMALE,United States,No,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 17:08,33,FEMALE,United States,No,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,Yes,No
8/29/2014 9:53,37,FEMALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/29/2014 9:14,23,FEMALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,No,Yes
8/27/2014 16:35,31,FEMALE,United States,No,Sometimes,100-500,No,Yes,No,Yes,No,No,Very easy,Yes,Yes,No,No,No
8/28/2014 11:27,26,FEMALE,United States,No,Sometimes,26-100,No,No,Yes,No,No,Yes,Very easy,Yes,No,No,No,No
9/8/2014 21:30,28,FEMALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,No,No
8/28/2014 1:41,37,FEMALE,United States,No,Sometimes,100-500,No,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,No
9/26/2014 21:25,26,FEMALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Very easy,Yes,Yes,Yes,No,No
10/5/2014 21:16,30,FEMALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,No,Very easy,Yes,Yes,Yes,Yes,Yes
8/28/2014 10:52,26,MALE,United States,No,Sometimes,More than 1000,Yes,No,No,No,No,Yes,Very easy,Yes,Yes,No,No,No
8/28/2014 17:33,25,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/28/2014 10:18,27,MALE,United States,No,Sometimes,500-1000,No,No,No,Yes,No,No,Very easy,No,No,Yes,Yes,No
8/28/2014 17:27,25,MALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,Yes,Yes,No,No
8/28/2014 11:21,35,MALE,United States,No,Sometimes,100-500,No,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/28/2014 15:43,36,MALE,United States,No,Sometimes,500-1000,No,No,No,Yes,No,No,Very easy,No,No,Yes,Yes,Yes
8/28/2014 13:01,26,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/28/2014 15:56,27,MALE,United States,No,Sometimes,500-1000,No,Yes,No,No,No,No,Very easy,Yes,No,No,No,No
8/28/2014 16:55,30,MALE,United States,No,Sometimes,More than 1000,No,Yes,No,No,Yes,Yes,Very easy,Yes,No,Yes,No,No
8/28/2014 16:56,29,MALE,United States,No,Sometimes,100-500,No,Yes,No,No,Yes,Yes,Very easy,Yes,No,Yes,No,No
9/5/2014 14:15,25,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,No,Yes,Yes,No
8/29/2014 18:33,22,MALE,United States,No,Sometimes,100-500,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,Yes
2/21/2015 9:48,29,MALE,United States,No,Sometimes,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,No
7/22/2015 18:57,41,MALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Very easy,No,No,Yes,Yes,Yes
9/30/2014 9:19,29,MALE,United States,No,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,No,No
11/16/2014 8:42,32,MALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Very easy,Yes,No,Yes,Yes,No
8/29/2014 17:04,24,MALE,United States,No,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No
8/28/2014 23:16,25,MALE,United States,No,Sometimes,100-500,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,No,No
8/29/2014 11:40,25,MALE,United States,No,Sometimes,500-1000,No,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/29/2014 9:36,30,MALE,United States,No,Sometimes,100-500,Yes,No,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,No
8/29/2014 9:40,25,MALE,United States,No,Sometimes,100-500,No,Yes,No,No,No,No,Very easy,Yes,No,Yes,No,No
8/29/2014 9:53,30,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes
8/29/2014 9:59,33,MALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Very easy,Yes,No,Yes,No,No
8/27/2014 13:22,24,MALE,United States,No,Sometimes,26-100,No,Yes,Yes,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 13:24,25,MALE,United States,No,Sometimes,26-100,Yes,Yes,No,No,No,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/27/2014 13:37,31,MALE,United States,No,Sometimes,500-1000,Yes,Yes,No,No,No,No,Very easy,Yes,No,Yes,Yes,No
8/27/2014 13:52,45,MALE,United States,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 14:18,29,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,No,No,No,No
8/27/2014 11:52,46,MALE,United States,No,Sometimes,100-500,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,No,Yes,Yes,Yes
8/27/2014 12:01,30,MALE,United States,No,Sometimes,100-500,Yes,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 11:37,29,MALE,United States,No,Sometimes,More than 1000,No,No,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 11:43,24,MALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,No,Very easy,No,No,No,No,No
8/27/2014 12:38,29,MALE,United States,No,Sometimes,100-500,No,Yes,No,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 12:34,35,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,Yes,No
8/27/2014 12:33,33,MALE,United States,No,Sometimes,100-500,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 21:15,27,MALE,United States,No,Sometimes,26-100,Yes,No,Yes,No,No,No,Very easy,Yes,No,Yes,Yes,No
8/27/2014 22:04,36,MALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,Yes,No
8/27/2014 23:09,33,MALE,United States,No,Sometimes,100-500,No,Yes,No,Yes,No,No,Very easy,Yes,Yes,Yes,Yes,No
8/27/2014 20:55,25,MALE,United States,No,Sometimes,500-1000,Yes,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,Yes
8/27/2014 19:38,23,MALE,United States,No,Sometimes,500-1000,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/28/2014 8:43,54,MALE,United States,No,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No
8/28/2014 9:58,22,MALE,United States,No,Sometimes,100-500,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 15:38,25,MALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,No,Very easy,Yes,No,Yes,Yes,No
8/27/2014 14:53,29,MALE,United States,No,Sometimes,500-1000,No,No,No,Yes,No,Yes,Very easy,No,No,Yes,No,No
8/27/2014 14:54,27,MALE,United States,No,Sometimes,26-100,No,Yes,No,No,No,No,Very easy,Yes,No,Yes,Yes,No
8/27/2014 14:54,30,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,Yes,No,No,No
8/27/2014 17:00,26,MALE,United States,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Yes,Very easy,Yes,No,No,No,No
8/27/2014 15:55,25,MALE,United States,No,Sometimes,500-1000,No,Yes,No,No,No,No,Very easy,Yes,Yes,Yes,No,No
8/27/2014 16:13,31,MALE,United States,No,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 15:23,33,MALE,United States,No,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Very easy,No,No,Yes,Yes,No
8/27/2014 19:59,34,MALE,United States,No,Sometimes,100-500,No,Yes,No,No,No,No,Very easy,Yes,Yes,Yes,No,No
8/27/2014 13:49,34,FEMALE,United States,No,Rarely,500-1000,No,Yes,Yes,No,No,No,Very easy,Yes,Yes,Yes,No,No
8/29/2014 11:53,29,FEMALE,United States,No,Rarely,26-100,No,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,No
8/28/2014 15:54,33,FEMALE,United States,No,Rarely,100-500,No,Yes,Yes,No,No,No,Very easy,No,No,Yes,Yes,No
8/27/2014 13:38,34,FEMALE,United States,No,Rarely,500-1000,Yes,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,No,No
8/27/2014 14:11,26,FEMALE,United States,No,Rarely,More than 1000,No,Yes,Yes,No,No,Yes,Very easy,Yes,No,Yes,Yes,No
8/27/2014 17:32,32,FEMALE,United States,No,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes
8/27/2014 15:23,28,FEMALE,United States,No,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,Yes,No,Yes,No
8/27/2014 15:38,35,FEMALE,United States,No,Rarely,500-1000,No,Yes,No,No,No,No,Very easy,Yes,No,No,Yes,Yes
8/27/2014 15:34,36,FEMALE,United States,No,Rarely,More than 1000,No,No,Yes,Yes,No,Yes,Very easy,Yes,No,No,No,No
9/20/2014 13:51,21,FEMALE,United States,No,Rarely,100-500,No,Yes,Yes,No,No,No,Very easy,Yes,Yes,No,No,No
8/28/2014 11:38,21,FEMALE,United States,No,Rarely,26-100,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes
8/27/2014 12:10,22,FEMALE,United States,No,Rarely,500-1000,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,Yes,Yes,No
8/28/2014 8:39,41,FEMALE,United States,No,Rarely,500-1000,No,Yes,No,No,No,No,Very easy,Yes,No,No,No,No
8/27/2014 11:37,55,FEMALE,United States,No,Rarely,100-500,Yes,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,Yes
5/5/2015 14:22,32,FEMALE,United States,No,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Very easy,No,No,Yes,Yes,No
8/30/2014 20:12,21,FEMALE,United States,No,Rarely,26-100,No,No,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/29/2014 1:40,45,FEMALE,United States,No,Rarely,500-1000,No,Yes,No,No,No,Yes,Very easy,Yes,Yes,Yes,No,No
8/28/2014 18:21,27,MALE,United States,No,Rarely,500-1000,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,Yes,Yes,No,No
8/28/2014 17:56,25,MALE,United States,No,Rarely,26-100,No,No,No,No,No,No,Very easy,Yes,Yes,No,No,No
8/28/2014 18:07,34,MALE,United States,No,Rarely,500-1000,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,No,No,No
8/28/2014 11:14,26,MALE,United States,No,Rarely,500-1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/28/2014 16:57,41,MALE,United States,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No
9/1/2014 22:58,27,MALE,United States,No,Rarely,26-100,No,Yes,Yes,No,No,Yes,Very easy,Yes,No,No,Yes,No
9/2/2014 20:57,31,MALE,United States,No,Rarely,26-100,No,Yes,No,Yes,No,No,Very easy,No,No,No,No,No
8/29/2014 19:32,25,MALE,United States,No,Rarely,26-100,Yes,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,Yes
8/29/2014 3:08,26,MALE,United States,No,Rarely,More than 1000,No,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/29/2014 7:28,27,MALE,United States,No,Rarely,500-1000,No,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/28/2014 22:46,42,MALE,United States,No,Rarely,More than 1000,No,Yes,Yes,Yes,No,Yes,Very easy,Yes,No,Yes,No,No
8/29/2014 9:24,29,MALE,United States,No,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Very easy,Yes,No,Yes,Yes,No
8/29/2014 11:39,25,MALE,United States,No,Rarely,More than 1000,No,No,No,No,No,Yes,Very easy,Yes,No,Yes,No,No
8/29/2014 13:23,33,MALE,United States,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,No,Yes
8/27/2014 13:23,40,MALE,United States,No,Rarely,500-1000,Yes,Yes,Yes,Yes,No,Yes,Very easy,Yes,Yes,Yes,No,No
8/27/2014 13:42,31,MALE,United States,No,Rarely,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes
8/27/2014 12:54,26,MALE,United States,No,Rarely,500-1000,No,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,No
8/27/2014 13:14,24,MALE,United States,No,Rarely,500-1000,No,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,No
8/27/2014 14:29,29,MALE,United States,No,Rarely,500-1000,No,Yes,Yes,No,No,No,Very easy,Yes,No,No,No,No
8/27/2014 14:24,48,MALE,United States,No,Rarely,100-500,No,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 13:59,35,MALE,United States,No,Rarely,26-100,Yes,Yes,Yes,No,No,No,Very easy,Yes,No,No,No,No
8/27/2014 14:03,32,MALE,United States,No,Rarely,100-500,No,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Yes,Yes,Yes
8/27/2014 14:20,29,MALE,United States,No,Rarely,100-500,No,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No
8/27/2014 11:46,26,MALE,United States,No,Rarely,26-100,No,Yes,Yes,Yes,No,No,Very easy,Yes,No,No,No,No
